,key,city,country,population,latitude,longitude
492,5139568,Staten Island,US,468730,40.56233,-74.13986
493,5140405,Syracuse,US,144142,43.04812,-76.14742
494,5145476,Akron,US,197542,41.08144,-81.51901
495,5146286,Avon Lake,US,23453,41.50532,-82.0282
496,5147784,Boardman,US,35376,41.02423,-80.66285
497,5153207,Elyria,US,53775,41.36838,-82.10765
498,5799625,Kent,US,126952,47.38093,-122.23484
499,5161262,Lorain,US,63647,41.45282,-82.18237
500,5178127,Allentown,US,120207,40.60843,-75.49018
501,5188843,Erie,US,99475,42.12922,-80.08506
502,5192726,Harrisburg,US,49081,40.2737,-76.88442
503,5206379,Pittsburgh,US,304391,40.44062,-79.99589
504,5211303,Scranton,US,77118,41.40916,-75.6649
505,5224151,Providence,US,179207,41.82399,-71.41283
506,5257754,Janesville,US,64123,42.68279,-89.01872
507,5263045,Milwaukee,US,600155,43.0389,-87.90647
508,5268249,Racine,US,77742,42.72613,-87.78285
509,5279436,Wisconsin Rapids,US,17897,44.38358,-89.81735
510,5287565,Bullhead City,US,39445,35.14778,-114.5683
511,5308655,Phoenix,US,1563025,33.44838,-112.07404
512,5318313,Tucson,US,531641,32.22174,-110.92648
513,5322053,Yuma,US,94139,32.72532,-114.6244
514,5322737,Alameda,US,78630,37.76521,-122.24164
515,5551123,Alhambra,US,127764,33.49838,-112.13432
516,5323810,Anaheim,US,350742,33.83529,-117.9145
517,5324477,Arcadia,US,58408,34.13973,-118.03534
518,5325738,Bakersfield,US,373640,35.37329,-119.01871
519,5326297,Barstow,US,23692,34.89859,-117.02282
520,5327684,Berkeley,US,120972,37.87159,-122.27275
521,5334223,Carlsbad,US,113453,33.15809,-117.35059
522,5336899,Chula Vista,US,265757,32.64005,-117.0842
523,5338122,Clovis,US,104180,36.82523,-119.70292
524,5339663,Coronado,US,24812,32.68589,-117.18309
525,5346827,Escondido,US,151451,33.11921,-117.08642
526,5350159,Foster City,US,33477,37.55855,-122.27108
527,5355933,Hayward,US,158289,37.66882,-122.0808
528,5356277,Hemet,US,83861,33.74761,-116.97307
529,5363943,La Jolla,US,42808,32.84727,-117.2742
530,5365893,Lemon Grove,US,26709,32.74255,-117.03142
531,5379439,Ontario,US,171214,34.06334,-117.65089
532,5380748,Palo Alto,US,66853,37.44188,-122.14302
533,5386754,Redlands,US,71035,34.05557,-117.18254
534,5391710,San Bernardino,US,216108,34.10834,-117.28977
535,5392229,San Juan Capistrano,US,36454,33.50169,-117.66255
536,5393212,Santa Monica,US,93220,34.01945,-118.49119
537,5403783,Tulare,US,62315,36.20773,-119.34734
538,5405878,Ventura,US,96769,34.27834,-119.29317
539,5412199,Arvada,US,115368,39.80276,-105.08748
540,5419384,Denver,US,682545,39.73915,-104.9847
541,5423294,Golden,US,20330,39.75554,-105.2211
542,5454711,Albuquerque,US,559121,35.08449,-106.65114
543,5506956,Las Vegas,US,623747,36.17497,-115.13722
544,5511077,Reno,US,241445,39.52963,-119.8138
545,5512862,Sparks,US,96094,39.53491,-119.75269
546,5520993,El Paso,US,681124,31.75872,-106.48693
547,5525577,Lubbock,US,249042,33.57786,-101.85517
548,5574991,Boulder,US,107349,40.01499,-105.27055
549,5577147,Fort Collins,US,161175,40.58526,-105.08442
550,5586437,Boise,US,145987,43.6135,-116.20345
551,5666639,Missoula,US,71022,46.87215,-113.994
552,5688025,Bismarck,US,71167,46.80833,-100.78374
553,5690532,Minot,US,49450,48.23251,-101.29627
554,5697939,North Platte,US,24194,41.12389,-100.76542
555,5808079,Redmond,US,60598,47.67399,-122.12151
556,5779206,Ogden,US,85444,41.223,-111.97383
557,5780993,Salt Lake City,US,192672,40.76078,-111.89105
558,5781993,Springville,US,32286,40.16523,-111.61075
559,5808276,Richland,US,54248,46.28569,-119.28446
560,5809844,Seattle,US,684451,47.60621,-122.33207
561,5811696,Spokane,US,213272,47.65966,-117.42908
562,5812944,Tacoma,US,207948,47.25288,-122.44429
563,5816605,Yakima,US,93701,46.60207,-120.5059
564,5854496,Wailuku,US,15313,20.89133,-156.50604
565,7260219,University,US,41163,28.07389,-82.43902
566,7261291,Fort Hood,US,29589,31.13489,-97.77561
567,3441575,Montevideo,UY,1270737,-34.90328,-56.18816
568,3646738,Caracas,VE,3000000,10.48801,-66.87919
569,4796512,Saint Croix,VI,50601,17.72751,-64.74698
570,1566083,Ho Chi Minh City,VN,3467331,10.82302,106.62965
571,1572151,Nha Trang,VN,283441,12.24507,109.19432
572,1581130,Hanoi,VN,1431270,21.0245,105.84117
573,71137,Sanaa,YE,1937451,15.35472,44.20667
574,952865,Springs,ZA,186394,-26.25,28.4
575,993800,Johannesburg,ZA,2026469,-26.20227,28.04363
576,993800,Johannesburg,ZA,2026469,-26.20227,28.04363
577,905846,Mpika,ZM,28445,-11.83431,31.45287
578,911148,Kitwe,ZM,400914,-12.80243,28.21323
579,890299,Harare,ZW,1542813,-17.82772,31.05337
