key,city,country,population,latitude,longitude,clusters
4919381,Crawfordsville,US,16024,40.04115,-86.87445,4
4926563,South Bend,US,101516,41.68338,-86.25001,4
5327455,Belmont,US,27218,37.52021,-122.2758,3
4934500,Danvers,US,26493,42.57509,-70.93005,4
4937230,Framingham,US,68318,42.27926,-71.41617,4
5740099,Medford,US,79805,42.32652,-122.87558999999999,-1
4945121,New Bedford,US,94958,41.635259999999995,-70.92701,4
4948924,Rockland,US,17982,42.13066,-70.91615999999999,4
4990729,Detroit,US,677116,42.33143,-83.04575,4
5000947,Marquette,US,21297,46.54354,-87.39542,4
5105496,Trenton,US,84225,40.21705,-74.74294,4
5036420,Mankato,US,41044,44.15906,-94.00915,4
5039675,Northfield,US,20380,44.4583,-93.1616,4
5053156,Winona,US,27094,44.04996,-91.63932,4
5059163,Fargo,US,118523,46.87719,-96.7898,4
5350734,Fremont,US,232206,37.54827,-121.98857,3
5074472,Omaha,US,443885,41.25626,-95.94043,4
5090046,Nashua,US,87970,42.765370000000004,-71.46757,4
5097017,Cranford,US,22627,40.65844,-74.29959000000001,4
5427946,Lakewood,US,152597,39.70471,-105.08136999999999,11
5101766,New Milford,US,16801,40.9351,-74.01903,4
5105608,Union,US,56771,40.6976,-74.2632,4
5110266,The Bronx,US,1385108,40.84985,-73.86641,4
5110302,Brooklyn,US,2300664,40.6501,-73.94958000000001,4
5339631,Corona,US,164226,33.87529,-117.56643999999999,3
5120228,Hauppauge,US,20882,40.82565,-73.20260999999999,4
5121407,Howard Beach,US,26148,40.65788,-73.83625,4
5122432,Ithaca,US,30788,42.44063,-76.49661,4
5128581,New York City,US,8175133,40.71427,-74.00596999999999,4
5128654,Newburgh,US,28290,41.50343,-74.01042,4
5134316,Ronkonkoma,US,19082,40.81538,-73.11233,4
5136454,Schenectady,US,65305,42.814240000000005,-73.93956999999999,4
5139568,Staten Island,US,468730,40.562329999999996,-74.13986,4
5140405,Syracuse,US,144142,43.048120000000004,-76.14742,4
5145476,Akron,US,197542,41.08144,-81.51901,4
5146286,Avon Lake,US,23453,41.505320000000005,-82.0282,4
5147784,Boardman,US,35376,41.024229999999996,-80.66285,4
5153207,Elyria,US,53775,41.36838,-82.10765,4
5799625,Kent,US,126952,47.38093,-122.23483999999999,12
5161262,Lorain,US,63647,41.45282,-82.18236999999999,4
5178127,Allentown,US,120207,40.60843,-75.49018000000001,4
5188843,Erie,US,99475,42.129220000000004,-80.08506,4
5192726,Harrisburg,US,49081,40.2737,-76.88441999999999,4
5206379,Pittsburgh,US,304391,40.44062,-79.99589,4
5211303,Scranton,US,77118,41.40916,-75.6649,4
5224151,Providence,US,179207,41.82399,-71.41283,4
5257754,Janesville,US,64123,42.682790000000004,-89.01872,4
5263045,Milwaukee,US,600155,43.0389,-87.90647,4
5268249,Racine,US,77742,42.72613,-87.78285,4
5279436,Wisconsin Rapids,US,17897,44.38358,-89.81735,4
5287565,Bullhead City,US,39445,35.14778,-114.5683,3
5308655,Phoenix,US,1563025,33.44838,-112.07404,29
5318313,Tucson,US,531641,32.221740000000004,-110.92648,29
5322053,Yuma,US,94139,32.72532,-114.6244,3
5322737,Alameda,US,78630,37.765209999999996,-122.24163999999999,3
5551123,Alhambra,US,127764,33.49838,-112.13432,29
5323810,Anaheim,US,350742,33.83529,-117.9145,3
5324477,Arcadia,US,58408,34.13973,-118.03533999999999,3
5325738,Bakersfield,US,373640,35.373290000000004,-119.01871000000001,3
5326297,Barstow,US,23692,34.898590000000006,-117.02282,3
5327684,Berkeley,US,120972,37.871590000000005,-122.27275,3
5334223,Carlsbad,US,113453,33.15809,-117.35059,3
5336899,Chula Vista,US,265757,32.64005,-117.0842,3
5338122,Clovis,US,104180,36.82523,-119.70291999999999,3
5339663,Coronado,US,24812,32.68589,-117.18308999999999,3
5346827,Escondido,US,151451,33.119209999999995,-117.08641999999999,3
5350159,Foster City,US,33477,37.55855,-122.27108,3
5355933,Hayward,US,158289,37.668820000000004,-122.0808,3
5356277,Hemet,US,83861,33.747609999999995,-116.97306999999999,3
5363943,La Jolla,US,42808,32.84727,-117.2742,3
5365893,Lemon Grove,US,26709,32.74255,-117.03142,3
5379439,Ontario,US,171214,34.063340000000004,-117.65088999999999,3
5380748,Palo Alto,US,66853,37.44188,-122.14301999999999,3
5386754,Redlands,US,71035,34.05557,-117.18253999999999,3
5391710,San Bernardino,US,216108,34.108340000000005,-117.28976999999999,3
5392229,San Juan Capistrano,US,36454,33.50169,-117.66255,3
5393212,Santa Monica,US,93220,34.01945,-118.49118999999999,3
5403783,Tulare,US,62315,36.20773,-119.34733999999999,3
5405878,Ventura,US,96769,34.27834,-119.29316999999999,3
5412199,Arvada,US,115368,39.80276,-105.08748,11
5419384,Denver,US,682545,39.73915,-104.9847,11
5423294,Golden,US,20330,39.75554,-105.2211,11
5454711,Albuquerque,US,559121,35.08449,-106.65113999999998,11
5506956,Las Vegas,US,623747,36.17497,-115.13722,3
5511077,Reno,US,241445,39.52963,-119.8138,3
5512862,Sparks,US,96094,39.534909999999996,-119.75268999999999,3
5520993,El Paso,US,681124,31.75872,-106.48693,11
5525577,Lubbock,US,249042,33.57786,-101.85517,4
5574991,Boulder,US,107349,40.014990000000004,-105.27055,11
5577147,Fort Collins,US,161175,40.58526,-105.08442,11
5586437,Boise,US,145987,43.6135,-116.20345,12
5666639,Missoula,US,71022,46.87215,-113.994,-1
5688025,Bismarck,US,71167,46.80833,-100.78374000000001,4
5690532,Minot,US,49450,48.23251,-101.29626999999999,4
5697939,North Platte,US,24194,41.12389,-100.76541999999999,4
5808079,Redmond,US,60598,47.67399,-122.12151000000001,12
5779206,Ogden,US,85444,41.223,-111.97383,30
5780993,Salt Lake City,US,192672,40.76078,-111.89105,30
5781993,Springville,US,32286,40.16523,-111.61075,30
5808276,Richland,US,54248,46.28569,-119.28446000000001,12
5809844,Seattle,US,684451,47.60621,-122.33207,12
5811696,Spokane,US,213272,47.659659999999995,-117.42908,12
5812944,Tacoma,US,207948,47.25288,-122.44429,12
5816605,Yakima,US,93701,46.60207,-120.5059,12
5854496,Wailuku,US,15313,20.89133,-156.50603999999998,-1
7260219,University,US,41163,28.073890000000002,-82.43902,4
7261291,Fort Hood,US,29589,31.134890000000002,-97.77561,4
3441575,Montevideo,UY,1270737,-34.90328,-56.188159999999996,-1
3646738,Caracas,VE,3000000,10.488010000000001,-66.87919000000001,-1
4796512,Saint Croix,VI,50601,17.727510000000002,-64.74698000000001,-1
1566083,Ho Chi Minh City,VN,3467331,10.82302,106.62965,21
1572151,Nha Trang,VN,283441,12.24507,109.19431999999999,-1
1581130,Hanoi,VN,1431270,21.0245,105.84116999999999,-1
71137,Sanaa,YE,1937451,15.35472,44.20667,-1
952865,Springs,ZA,186394,-26.25,28.4,6
993800,Johannesburg,ZA,2026469,-26.202270000000002,28.04363,6
993800,Johannesburg,ZA,2026469,-26.202270000000002,28.04363,6
905846,Mpika,ZM,28445,-11.83431,31.45287,-1
911148,Kitwe,ZM,400914,-12.802430000000001,28.21323,-1
890299,Harare,ZW,1542813,-17.827720000000003,31.05337,-1
